pdb_code,atom_name,lig_name,atom_index,mol_index,lig_chain,dist
1XXE,C1,TUX,66428,4049,C,3.35
1XXE,C2,TUX,66427,4049,C,1.53
1XXE,C3,TUX,66424,4049,C,1.52
1XXE,C4,TUX,110755,6749,C,1.29
1XXE,C5,TUX,22096,1349,C,1.30
1XXE,O5,TUX,57563,3509,C,1.26
2GO4,C1,TUX,4306,536,G,3.90
2GO4,C2,TUX,4305,536,G,1.54
2GO4,C3,TUX,4302,536,G,1.54
2GO4,C4,TUX,4303,536,G,1.53
2GO4,C5,TUX,4304,536,G,1.54
2GO4,O5,TUX,4307,536,G,1.44
6SYR,C1,GCU,6101,397,B,5.50
6SYR,C2,GCU,6102,397,B,1.53
6SYR,C3,GCU,6103,397,B,1.52
6SYR,C4,GCU,6104,397,B,1.53
6SYR,C5,GCU,6105,397,B,1.52
6SYR,O5,GCU,6111,397,B,1.44
6SYU,C1,XYP,6351,402,B,5.30
6SYU,C2,XYP,6352,402,B,1.53
6SYU,C3,XYP,6353,402,B,1.53
6SYU,C4,XYP,6354,402,B,1.53
6SYU,C5,XYP,6355,402,B,1.52
6SYU,O5,XYP,6359,402,B,1.43
6SYV,C1,GCU,6448,415,N,5.55
6SYV,C2,GCU,6449,415,N,1.52
6SYV,C3,BDP,6472,416,O,1.40
6SYV,C4,BDP,6473,416,O,1.52
6SYV,C5,BDP,6474,416,O,1.53
6SYV,O5,BDP,6479,416,O,1.19
6SZ4,C1,BDP,6021,398,B,4.75
6SZ4,C2,BDP,6022,398,B,1.55
6SZ4,C3,BDP,6023,398,B,1.53
6SZ4,C4,BDP,6024,398,B,1.54
6SZ4,C5,BDP,6025,398,B,1.53
6SZ4,O5,BDP,6030,398,B,1.46
6SZO,C1,GTR,5432,356,B,3.15
6SZO,C2,GTR,5433,356,B,1.53
6SZO,C3,GTR,5434,356,B,1.52
6SZO,C4,GTR,5435,356,B,1.53
6SZO,C5,GTR,5436,356,B,1.53
6SZO,O5,GTR,5442,356,B,1.43
6T0E,C1,GCU,12063,788,C,5.60
6T0E,C2,GCU,12064,788,C,1.50
6T0E,C3,GCU,12065,788,C,1.51
6T0E,C4,GCU,12066,788,C,1.51
6T0E,C5,GCU,12067,788,C,1.54
6T0E,O5,GCU,12073,788,C,1.40
6T0I,C1,XYP,6141,397,B,3.65
6T0I,C2,XYP,6142,397,B,1.53
6T0I,C3,XYP,6143,397,B,1.53
6T0I,C4,XYP,6144,397,B,1.52
6T0I,C5,XYP,6145,397,B,1.53
6T0I,O5,XYP,6149,397,B,1.43
7B7H,C1,GCU,2886,370,B,4.80
7B7H,C2,GCU,2887,370,B,1.53
7B7H,C3,GCU,2888,370,B,1.52
7B7H,C4,GCU,2889,370,B,1.53
7B7H,C5,GCU,2890,370,B,1.52
7B7H,O5,GCU,2896,370,B,1.44
6RU1,C1,NaN,NaN,NaN,NaN,NaN
6RU1,C2,NaN,NaN,NaN,NaN,NaN
6RU1,C3,NaN,NaN,NaN,NaN,NaN
6RU1,C4,NaN,NaN,NaN,NaN,NaN
6RU1,C5,NaN,NaN,NaN,NaN,NaN
6RU1,O5,NaN,NaN,NaN,NaN,NaN
6RV7,C1,NaN,NaN,NaN,NaN,NaN
6RV7,C2,NaN,NaN,NaN,NaN,NaN
6RV7,C3,NaN,NaN,NaN,NaN,NaN
6RV7,C4,NaN,NaN,NaN,NaN,NaN
6RV7,C5,NaN,NaN,NaN,NaN,NaN
6RV7,O5,NaN,NaN,NaN,NaN,NaN
6RV8,C1,NaN,NaN,NaN,NaN,NaN
6RV8,C2,NaN,NaN,NaN,NaN,NaN
6RV8,C3,NaN,NaN,NaN,NaN,NaN
6RV8,C4,NaN,NaN,NaN,NaN,NaN
6RV8,C5,NaN,NaN,NaN,NaN,NaN
6RV8,O5,NaN,NaN,NaN,NaN,NaN
6RV9,C1,NaN,NaN,NaN,NaN,NaN
6RV9,C2,NaN,NaN,NaN,NaN,NaN
6RV9,C3,NaN,NaN,NaN,NaN,NaN
6RV9,C4,NaN,NaN,NaN,NaN,NaN
6RV9,C5,NaN,NaN,NaN,NaN,NaN
6RV9,O5,NaN,NaN,NaN,NaN,NaN
4G4J,C1,MCU,2743,369,B,6.40
4G4J,C2,MCU,2741,369,B,1.52
4G4J,C3,MCU,2739,369,B,1.53
4G4J,C4,MCU,2738,369,B,1.54
4G4J,C5,MCU,2746,369,B,1.56
4G4J,O5,MCU,2745,369,B,1.45
1F0P,C1,GLC,2165,284,B,3.95
1F0P,C2,GLC,2166,284,B,1.54
1F0P,C3,GLC,2167,284,B,1.55
1F0P,C4,GLC,2168,284,B,1.53
1F0P,C5,GLC,2169,284,B,1.53
1F0P,O5,GLC,2175,284,B,1.44
1VA5,C1,SOG,4406,566,C,4.05
1VA5,C2,SOG,4407,566,C,1.57
1VA5,C3,SOG,4408,566,C,1.55
1VA5,C4,SOG,4409,566,C,1.57
1VA5,C5,SOG,4410,566,C,1.58
1VA5,O5,SOG,4424,566,C,1.49
4QEK,C1,NaN,NaN,NaN,NaN,NaN
4QEK,C2,NaN,NaN,NaN,NaN,NaN
4QEK,C3,NaN,NaN,NaN,NaN,NaN
4QEK,C4,NaN,NaN,NaN,NaN,NaN
4QEK,C5,NaN,NaN,NaN,NaN,NaN
4QEK,O5,NaN,NaN,NaN,NaN,NaN
2WAB,C1,BGC,2612,327,B,4.40
2WAB,C2,BGC,2607,327,B,1.51
2WAB,C3,BGC,2608,327,B,1.50
2WAB,C4,BGC,2609,327,B,1.54
2WAB,C5,BGC,2610,327,B,1.56
2WAB,O5,BGC,2616,327,B,1.42
2WAO,C1,BGC,2608,325,B,4.25
2WAO,C2,BGC,2603,325,B,1.53
2WAO,C3,BGC,2604,325,B,1.53
2WAO,C4,BGC,2605,325,B,1.54
2WAO,C5,BGC,2606,325,B,1.55
2WAO,O5,BGC,2612,325,B,1.42
4NZ1,C1,NAG,6325,808,C,4.75
4NZ1,C2,NAG,6326,808,C,1.57
4NZ1,C3,NAG,6327,808,C,1.54
4NZ1,C4,NAG,6328,808,C,1.53
4NZ1,C5,NAG,6329,808,C,1.53
4NZ1,O5,NAG,6337,808,C,1.49
4NZ3,C1,NAG,6338,808,C,4.65
4NZ3,C2,NAG,6339,808,C,1.55
4NZ3,C3,NAG,6340,808,C,1.54
4NZ3,C4,NAG,6341,808,C,1.53
4NZ3,C5,NAG,6342,808,C,1.53
4NZ3,O5,NAG,6350,808,C,1.44
4NZ4,C1,NDG,6302,811,F,5.45
4NZ4,C2,NDG,6303,811,F,1.55
4NZ4,C3,NDG,6304,811,F,1.52
4NZ4,C4,NDG,6305,811,F,1.53
4NZ4,C5,NDG,6306,811,F,1.54
4NZ4,O5,NDG,6310,811,F,1.43
4OUI,C1,NAG,6361,808,C,4.45
4OUI,C2,NAG,6362,808,C,1.52
4OUI,C3,NAG,6363,808,C,1.52
4OUI,C4,NAG,6364,808,C,1.55
4OUI,C5,NAG,6365,808,C,1.50
4OUI,O5,NAG,6372,808,C,1.42
4NZ5,C1,NDG,6305,811,F,5.55
4NZ5,C2,NDG,6306,811,F,1.58
4NZ5,C3,NDG,6307,811,F,1.55
4NZ5,C4,NDG,6308,811,F,1.55
4NZ5,C5,NDG,6309,811,F,1.53
4NZ5,O5,NDG,6313,811,F,1.44
4PSE,C1,C11,3190,439,C,2.85
4PSE,C2,C11,3191,439,C,1.52
4PSE,C3,C11,3192,439,C,1.52
4PSE,C4,C11,3193,439,C,1.53
4PSE,C5,C11,3194,439,C,1.52
4PSE,O5,NaN,NaN,NaN,NaN,NaN
3FYT,C1,NaN,NaN,NaN,NaN,NaN
3FYT,C2,NaN,NaN,NaN,NaN,NaN
3FYT,C3,NaN,NaN,NaN,NaN,NaN
3FYT,C4,NaN,NaN,NaN,NaN,NaN
3FYT,C5,NaN,NaN,NaN,NaN,NaN
3FYT,O5,NaN,NaN,NaN,NaN,NaN
2NSP,C1,M8C,5212,684,C,5.05
2NSP,C2,M8C,5213,684,C,1.54
2NSP,C3,M8C,5214,684,C,1.53
2NSP,C4,M8C,5222,684,C,1.53
2NSP,C5,M8C,5216,684,C,1.54
2NSP,O5,M8C,5221,684,C,1.44
2NST,C1,M8C,5251,684,C,5.10
2NST,C2,M8C,5252,684,C,1.52
2NST,C3,M8C,5253,684,C,1.53
2NST,C4,M8C,5261,684,C,1.53
2NST,C5,M8C,5255,684,C,1.53
2NST,O5,M8C,5260,684,C,1.43
2NT6,C1,M8C,5212,684,C,5.30
2NT6,C2,M8C,5213,684,C,1.54
2NT6,C3,M8C,5214,684,C,1.53
2NT6,C4,M8C,5222,684,C,1.53
2NT6,C5,M8C,5216,684,C,1.54
2NT6,O5,M8C,5221,684,C,1.44
2NT9,C1,M8C,5264,684,C,5.15
2NT9,C2,M8C,5265,684,C,1.53
2NT9,C3,M8C,5266,684,C,1.53
2NT9,C4,M8C,5274,684,C,1.53
2NT9,C5,M8C,5268,684,C,1.54
2NT9,O5,M8C,5273,684,C,1.44
2NTB,C1,ADA,5255,684,C,5.00
2NTB,C2,ADA,5256,684,C,1.53
2NTB,C3,ADA,5257,684,C,1.53
2NTB,C4,ADA,5258,684,C,1.54
2NTB,C5,ADA,5259,684,C,1.53
2NTB,O5,ADA,5264,684,C,1.44
2NTP,C1,ADA,5255,684,C,4.70
2NTP,C2,ADA,5256,684,C,1.54
2NTP,C3,ADA,5257,684,C,1.53
2NTP,C4,ADA,5258,684,C,1.53
2NTP,C5,ADA,5259,684,C,1.54
2NTP,O5,ADA,5264,684,C,1.44
2NTQ,C1,ADA,5243,684,C,4.75
2NTQ,C2,ADA,5244,684,C,1.54
2NTQ,C3,ADA,5245,684,C,1.53
2NTQ,C4,ADA,5246,684,C,1.54
2NTQ,C5,ADA,5247,684,C,1.53
2NTQ,O5,ADA,5252,684,C,1.44
2VHL,C1,GLP,5934,785,C,3.30
2VHL,C2,GLP,5935,785,C,1.56
2VHL,C3,GLP,5936,785,C,1.54
2VHL,C4,GLP,5937,785,C,1.56
2VHL,C5,GLP,5938,785,C,1.55
2VHL,O5,GLP,5944,785,C,1.43
6FV4,C1,16G,5514,767,D,5.70
6FV4,C2,16G,5515,767,D,1.54
6FV4,C3,16G,5516,767,D,1.53
6FV4,C4,16G,5517,767,D,1.53
6FV4,C5,16G,5518,767,D,1.53
6FV4,O5,16G,5526,767,D,1.44
3IV8,C1,F6P,11361,1493,E,5.00
3IV8,C2,F6P,11362,1493,E,1.54
3IV8,C3,F6P,11364,1493,E,1.53
3IV8,C4,F6P,11366,1493,E,1.51
3IV8,C5,F6P,11368,1493,E,1.50
3IV8,O5,F6P,11369,1493,E,2.48
7NUT,C1,GLP,11962,799,C,3.50
7NUT,C2,GLP,11963,799,C,1.53
7NUT,C3,GLP,11964,799,C,1.50
7NUT,C4,GLP,11965,799,C,1.50
7NUT,C5,GLP,11966,799,C,1.54
7NUT,O5,GLP,11972,799,C,1.51
5A56,C1,MGC,8946,1106,B,3.50
5A56,C2,MGC,8952,1106,B,1.52
5A56,C3,MGC,8962,1106,B,1.52
5A56,C4,MGC,8966,1106,B,1.54
5A56,C5,MGC,8942,1106,B,1.53
5A56,O5,MGC,8944,1106,B,1.40
5A57,C1,GAL,9129,1136,EA1,6.35
5A57,C2,GAL,9130,1136,EA1,1.52
5A57,C3,GAL,9131,1136,EA1,1.51
5A57,C4,GAL,9132,1136,EA1,1.52
5A57,C5,GAL,9133,1136,EA1,1.54
5A57,O5,GAL,9138,1136,EA1,1.45
5A59,C1,A2G,8892,1106,B,3.55
5A59,C2,A2G,8894,1106,B,1.53
5A59,C3,A2G,8896,1106,B,1.52
5A59,C4,A2G,8898,1106,B,1.52
5A59,C5,A2G,8900,1106,B,1.54
5A59,O5,A2G,8891,1106,B,1.44
5A5A,C1,A2G,8904,1106,B,3.65
5A5A,C2,A2G,8906,1106,B,1.53
5A5A,C3,A2G,8908,1106,B,1.52
5A5A,C4,NGA,8921,1106,B,1.49
5A5A,C5,NGA,8922,1106,B,1.54
5A5A,O5,NGA,8930,1106,B,1.37
1D0K,C1,AMU,2545,314,B,4.65
1D0K,C2,AMU,2546,314,B,1.52
1D0K,C3,AMU,2547,314,B,1.56
1D0K,C4,AMU,2548,314,B,1.54
1D0K,C5,AMU,2549,314,B,1.58
1D0K,O5,AMU,2559,314,B,1.42
1D0L,C1,BLG,2536,315,C,6.90
1D0L,C2,BLG,2537,315,C,1.54
1D0L,C3,BLG,2538,315,C,1.55
1D0L,C4,BLG,2539,315,C,1.55
1D0L,C5,BLG,2540,315,C,1.56
1D0L,O5,BLG,2541,315,C,1.43
1D0M,C1,NAG,2522,312,B,4.55
1D0M,C2,NAG,2523,312,B,1.55
1D0M,C3,NAG,2524,312,B,1.56
1D0M,C4,NAG,2525,312,B,1.57
1D0M,C5,NAG,2526,312,B,1.60
1D0M,O5,NAG,2533,312,B,1.44
1QUT,C1,NAG,2502,312,B,7.25
1QUT,C2,NAG,2503,312,B,1.54
1QUT,C3,NAG,2504,312,B,1.54
1QUT,C4,NAG,2505,312,B,1.53
1QUT,C5,NAG,2506,312,B,1.54
1QUT,O5,NAG,2514,312,B,1.41
5AO7,C1,NAG,2922,377,D,4.80
5AO7,C2,NAG,2923,377,D,1.52
5AO7,C3,NAG,2924,377,D,1.53
5AO7,C4,NAG,2925,377,D,1.51
5AO7,C5,NAG,2926,377,D,1.52
5AO7,O5,NAG,2933,377,D,1.43
5AO8,C1,NAG,5678,374,B,3.95
5AO8,C2,NAG,5679,374,B,1.53
5AO8,C3,NAG,5680,374,B,1.54
5AO8,C4,NAG,5681,374,B,1.54
5AO8,C5,NAG,5682,374,B,1.53
5AO8,O5,NAG,5689,374,B,1.40
1D9U,C1,NAG,2448,308,C,7.75
1D9U,C2,NAG,2449,308,C,1.54
1D9U,C3,NAG,2450,308,C,1.53
1D9U,C4,NAG,2451,308,C,1.53
1D9U,C5,NAG,2452,308,C,1.53
1D9U,O5,NAG,2460,308,C,1.43
3D3D,C1,NAG,2450,308,C,7.10
3D3D,C2,NAG,2451,308,C,1.52
3D3D,C3,NAG,2452,308,C,1.51
3D3D,C4,NAG,2453,308,C,1.53
3D3D,C5,NAG,2454,308,C,1.53
3D3D,O5,NAG,2462,308,C,1.43
2D8L,C1,NaN,NaN,NaN,NaN,NaN
2D8L,C2,NaN,NaN,NaN,NaN,NaN
2D8L,C3,NaN,NaN,NaN,NaN,NaN
2D8L,C4,NaN,NaN,NaN,NaN,NaN
2D8L,C5,NaN,NaN,NaN,NaN,NaN
2D8L,O5,NaN,NaN,NaN,NaN,NaN
2GH4,C1,GAD,3025,363,B,5.15
2GH4,C2,GAD,3026,363,B,1.53
2GH4,C3,GAD,3028,363,B,1.53
2GH4,C4,GAD,3030,363,B,1.53
2GH4,C5,GAD,3031,363,B,1.40
2GH4,O5,GAD,3035,363,B,1.44
2W5F,C1,XYP,8116,1024,C,3.20
2W5F,C2,XYP,8117,1024,C,1.54
2W5F,C3,XYP,8118,1024,C,1.54
2W5F,C4,XYP,8119,1024,C,1.53
2W5F,C5,XYP,8120,1024,C,1.53
2W5F,O5,XYP,8124,1024,C,1.44
2WYS,C1,XYP,8144,1032,E,3.25
2WYS,C2,XYP,8145,1032,E,1.53
2WYS,C3,XYP,8146,1032,E,1.51
2WYS,C4,XYP,8147,1032,E,1.50
2WYS,C5,XYP,8148,1032,E,1.53
2WYS,O5,XYP,8152,1032,E,1.43
2WZE,C1,XYP,8139,1029,C,3.00
2WZE,C2,XYP,8140,1029,C,1.55
2WZE,C3,XYP,8141,1029,C,1.52
2WZE,C4,XYP,8142,1029,C,1.54
2WZE,C5,XYP,8143,1029,C,1.54
2WZE,O5,XYP,8147,1029,C,1.41
2FGL,C1,XYS,5766,708,C,5.00
2FGL,C2,XYS,5767,708,C,1.58
2FGL,C3,XYS,5768,708,C,1.52
2FGL,C4,XYS,5769,708,C,1.55
2FGL,C5,XYS,5770,708,C,1.59
2FGL,O5,XYS,5775,708,C,1.42
4L4P,C1,XYP,2763,328,B,3.15
4L4P,C2,XYP,2764,328,B,1.53
4L4P,C3,XYP,2765,328,B,1.53
4L4P,C4,XYP,2766,328,B,1.53
4L4P,C5,XYP,2767,328,B,1.53
4L4P,O5,XYP,2771,328,B,1.42
4PMD,C1,XYP,2779,329,B,3.10
4PMD,C2,XYP,2780,329,B,1.54
4PMD,C3,XYP,2781,329,B,1.54
4PMD,C4,XYP,2782,329,B,1.53
4PMD,C5,XYP,2783,329,B,1.52
4PMD,O5,XYP,2787,329,B,1.42
5OFK,C1,XYP,6001,339,B,2.50
5OFK,C2,XYP,6002,339,B,1.52
5OFK,C3,XYP,6003,339,B,1.49
5OFK,C4,XYP,6004,339,B,1.50
5OFK,C5,XYP,6005,339,B,1.54
5OFK,O5,XYP,6009,339,B,1.47
5OFL,C1,BGC,5673,339,B,2.85
5OFL,C2,BGC,5668,339,B,1.56
5OFL,C3,BGC,5669,339,B,1.51
5OFL,C4,BGC,5670,339,B,1.49
5OFL,C5,BGC,5671,339,B,1.52
5OFL,O5,BGC,5677,339,B,1.50
1EXP,C1,G2F,2396,312,B,1.45
1EXP,C2,G2F,2397,312,B,1.52
1EXP,C3,G2F,2398,312,B,1.53
1EXP,C4,G2F,2399,312,B,1.55
1EXP,C5,G2F,2400,312,B,1.53
1EXP,O5,G2F,2404,312,B,1.43
1FH7,C1,XDN,2409,313,C,2.85
1FH7,C2,XDN,2410,313,C,1.47
1FH7,C3,XDN,2412,313,C,1.56
1FH7,C4,XDN,2414,313,C,1.55
1FH7,C5,XDN,2416,313,C,1.56
1FH7,O5,XYP,2408,312,B,5.46
1FH8,C1,XYP,2400,312,B,6.35
1FH8,C2,XYP,2401,312,B,1.55
1FH8,C3,XYP,2402,312,B,1.53
1FH8,C4,XYP,2403,312,B,1.55
1FH8,C5,XYP,2404,312,B,1.53
1FH8,O5,XYP,2408,312,B,1.44
1FH9,C1,LOX,2400,312,B,3.05
1FH9,C2,LOX,2401,312,B,1.59
1FH9,C3,LOX,2402,312,B,1.59
1FH9,C4,LOX,2403,312,B,1.55
1FH9,C5,LOX,2404,312,B,1.56
1FH9,O5,XYP,2419,312,B,5.45
1FHD,C1,XIM,2409,313,C,3.20
1FHD,C2,XIM,2410,313,C,1.58
1FHD,C3,XIM,2411,313,C,1.55
1FHD,C4,XIM,2412,313,C,1.54
1FHD,C5,XIM,2413,313,C,1.55
1FHD,O5,XYP,2408,312,B,5.25
1J01,C1,XIL,2400,312,B,6.15
1J01,C2,XIL,2401,312,B,1.54
1J01,C3,XIL,2403,312,B,1.54
1J01,C4,XIL,2405,312,B,1.53
1J01,C5,XIL,2407,312,B,1.54
1J01,O5,XIL,2408,312,B,1.44
2HIS,C1,GLC,2390,312,B,1.45
2HIS,C2,GLC,2391,312,B,1.56
2HIS,C3,GLC,2392,312,B,1.53
2HIS,C4,GLC,2393,312,B,1.54
2HIS,C5,GLC,2394,312,B,1.55
2HIS,O5,GLC,2399,312,B,1.44
2XYL,C1,X2F,2400,312,B,1.45
2XYL,C2,X2F,2401,312,B,1.55
2XYL,C3,X2F,2402,312,B,1.54
2XYL,C4,X2F,2403,312,B,1.53
2XYL,C5,X2F,2404,312,B,1.53
2XYL,O5,X2F,2407,312,B,1.43
3CUF,C1,9MR,2440,315,B,3.40
3CUF,C2,9MR,2441,315,B,1.54
3CUF,C3,9MR,2435,315,B,1.56
3CUF,C4,9MR,2436,315,B,1.54
3CUF,C5,9MR,2438,315,B,1.55
3CUF,O5,9MR,2432,315,B,5.15
3CUG,C1,NaN,NaN,NaN,NaN,NaN
3CUG,C2,NaN,NaN,NaN,NaN,NaN
3CUG,C3,NaN,NaN,NaN,NaN,NaN
3CUG,C4,NaN,NaN,NaN,NaN,NaN
3CUG,C5,NaN,NaN,NaN,NaN,NaN
3CUG,O5,NaN,NaN,NaN,NaN,NaN
3CUH,C1,NaN,NaN,NaN,NaN,NaN
3CUH,C2,NaN,NaN,NaN,NaN,NaN
3CUH,C3,NaN,NaN,NaN,NaN,NaN
3CUH,C4,NaN,NaN,NaN,NaN,NaN
3CUH,C5,NaN,NaN,NaN,NaN,NaN
3CUH,O5,NaN,NaN,NaN,NaN,NaN
3CUI,C1,TWY,2458,315,B,3.40
3CUI,C2,TWY,2459,315,B,1.54
3CUI,C3,TWY,2461,315,B,1.54
3CUI,C4,TWY,2455,315,B,1.55
3CUI,C5,TWY,2456,315,B,1.54
3CUI,O5,TWY,2457,315,B,1.43
3CUJ,C1,TWY,2468,315,B,3.40
3CUJ,C2,TWY,2469,315,B,1.53
3CUJ,C3,TWY,2471,315,B,1.55
3CUJ,C4,TWY,2465,315,B,1.55
3CUJ,C5,TWY,2466,315,B,1.53
3CUJ,O5,TWY,2467,315,B,1.45
1US2,C1,XYP,3948,507,B,3.25
1US2,C2,XYP,3949,507,B,1.52
1US2,C3,XYP,3950,507,B,1.55
1US2,C4,XYP,3951,507,B,1.54
1US2,C5,XYP,3952,507,B,1.55
1US2,O5,XYP,3956,507,B,1.40
1E5N,C1,XYP,5437,692,C,4.25
1E5N,C2,XYP,5438,692,C,1.52
1E5N,C3,XYP,5439,692,C,1.52
1E5N,C4,XYP,5440,692,C,1.52
1E5N,C5,XYP,5441,692,C,1.52
1E5N,O5,XYP,5445,692,C,1.41
1UQY,C1,XYS,2819,347,B,4.00
1UQY,C2,XYS,2820,347,B,1.53
1UQY,C3,XYS,2821,347,B,1.51
1UQY,C4,XYS,2822,347,B,1.53
1UQY,C5,XYS,2823,347,B,1.51
1UQY,O5,XYS,2828,347,B,1.34
1UQZ,C1,XYS,2878,349,C,3.85
1UQZ,C2,XYS,2879,349,C,1.52
1UQZ,C3,XYS,2880,349,C,1.52
1UQZ,C4,XYS,2881,349,C,1.53
1UQZ,C5,XYS,2882,349,C,1.53
1UQZ,O5,XYS,2887,349,C,1.39
1UR1,C1,XYS,2856,346,B,3.80
1UR1,C2,XYS,2857,346,B,1.53
1UR1,C3,XYS,2858,346,B,1.51
1UR1,C4,XYS,2859,346,B,1.52
1UR1,C5,XYS,2860,346,B,1.54
1UR1,O5,XYS,2865,346,B,1.40
1UR2,C1,XYS,2895,352,C,3.85
1UR2,C2,XYS,2896,352,C,1.52
1UR2,C3,XYS,2897,352,C,1.51
1UR2,C4,XYS,2898,352,C,1.53
1UR2,C5,XYS,2899,352,C,1.53
1UR2,O5,XYS,2904,352,C,1.39
2CNC,C1,XYS,2861,351,B,3.70
2CNC,C2,XYS,2862,351,B,1.50
2CNC,C3,XYS,2863,351,B,1.53
2CNC,C4,XYS,2864,351,B,1.52
2CNC,C5,XYS,2865,351,B,1.54
2CNC,O5,XYS,2870,351,B,1.39
3MSD,C1,XYP,5559,658,C,2.85
3MSD,C2,XYP,5560,658,C,1.55
3MSD,C3,XYP,5561,658,C,1.54
3MSD,C4,XYP,5562,658,C,1.53
3MSD,C5,XYP,5563,658,C,1.53
3MSD,O5,XYP,5567,658,C,1.44
3MSG,C1,XYP,5557,658,C,2.80
3MSG,C2,XYP,5558,658,C,1.55
3MSG,C3,XYP,5559,658,C,1.54
3MSG,C4,XYP,5560,658,C,1.53
3MSG,C5,XYP,5561,658,C,1.53
3MSG,O5,XYP,5565,658,C,1.44
3MUA,C1,XYP,5557,658,C,2.80
3MUA,C2,XYP,5558,658,C,1.55
3MUA,C3,XYP,5559,658,C,1.54
3MUA,C4,XYP,5560,658,C,1.53
3MUA,C5,XYP,5561,658,C,1.53
3MUA,O5,XYP,5565,658,C,1.44
3MUI,C1,XYP,5575,659,D,3.50
3MUI,C2,XYP,5576,659,D,1.55
3MUI,C3,XYP,5577,659,D,1.53
3MUI,C4,XYP,5578,659,D,1.53
3MUI,C5,XYP,5579,659,D,1.52
3MUI,O5,XYP,5583,659,D,1.45
1HIZ,C1,GLA,3071,375,B,6.35
1HIZ,C2,GLA,3072,375,B,1.54
1HIZ,C3,GLA,3073,375,B,1.52
1HIZ,C4,GLA,3074,375,B,1.58
1HIZ,C5,GLA,3075,375,B,1.53
1HIZ,O5,GLA,3081,375,B,1.47
1R87,C1,XYP,3107,372,C,3.00
1R87,C2,XYP,3108,372,C,1.55
1R87,C3,XYP,3109,372,C,1.56
1R87,C4,XYP,3110,372,C,1.51
1R87,C5,XYP,3111,372,C,1.54
1R87,O5,XYP,3115,372,C,1.45
3MMD,C1,XYP,3080,372,C,2.90
3MMD,C2,XYP,3081,372,C,1.54
3MMD,C3,XYP,3082,372,C,1.54
3MMD,C4,XYP,3083,372,C,1.52
3MMD,C5,XYP,3084,372,C,1.54
3MMD,O5,XYP,3088,372,C,1.44
4PRW,C1,XYP,3130,371,B,3.75
4PRW,C2,XYP,3131,371,B,1.51
4PRW,C3,XYP,3132,371,B,1.55
4PRW,C4,XYP,3133,371,B,1.55
4PRW,C5,XYP,3134,371,B,1.48
4PRW,O5,XYP,3138,371,B,1.49
4PUD,C1,XYP,3170,371,B,3.45
4PUD,C2,XYP,3171,371,B,1.58
4PUD,C3,XYP,3172,371,B,1.55
4PUD,C4,XYP,3173,371,B,1.54
4PUD,C5,XYP,3174,371,B,1.53
4PUD,O5,XYP,3178,371,B,1.43
4PUE,C1,XYP,3104,371,B,3.65
4PUE,C2,XYP,3105,371,B,1.55
4PUE,C3,XYP,3106,371,B,1.58
4PUE,C4,XYP,3107,371,B,1.53
4PUE,C5,XYP,3108,371,B,1.53
4PUE,O5,XYP,3112,371,B,1.47
3EMQ,C1,HAH,2715,331,B,3.05
3EMQ,C2,HAH,2717,331,B,1.54
3EMQ,C3,HAH,2719,331,B,1.51
3EMQ,C4,HAH,2721,331,B,1.55
3EMQ,C5,HAH,2723,331,B,1.33
3EMQ,O5,NaN,NaN,NaN,NaN,NaN
3EMZ,C1,HXH,2715,331,B,3.20
3EMZ,C2,HXH,2717,331,B,1.54
3EMZ,C3,HXH,2719,331,B,1.52
3EMZ,C4,HXH,2721,331,B,1.53
3EMZ,C5,HXH,2723,331,B,1.35
3EMZ,O5,NaN,NaN,NaN,NaN,NaN
3RDK,C1,XYS,5483,667,C,3.20
3RDK,C2,XYS,5484,667,C,1.52
3RDK,C3,XYS,5485,667,C,1.53
3RDK,C4,XYS,5486,667,C,1.55
3RDK,C5,XYS,5487,667,C,1.50
3RDK,O5,XYS,5492,667,C,1.52
7NL2,C1,IPT,5677,671,E,3.05
7NL2,C2,IPT,5678,671,E,1.49
7NL2,C3,IPT,5679,671,E,2.37
7NL2,C4,IPT,5670,671,E,5.47
7NL2,C5,IPT,5672,671,E,1.53
7NL2,O5,IPT,5673,671,E,3.89
1E0V,C1,G2F,2360,302,B,1.55
1E0V,C2,G2F,2361,302,B,1.52
1E0V,C3,G2F,2362,302,B,1.51
1E0V,C4,G2F,2363,302,B,1.54
1E0V,C5,G2F,2364,302,B,1.53
1E0V,O5,G2F,2368,302,B,1.40
1E0X,C1,X2F,4823,620,C,1.55
1E0X,C2,X2F,4824,620,C,1.52
1E0X,C3,X2F,4825,620,C,1.51
1E0X,C4,X2F,4826,620,C,1.54
1E0X,C5,X2F,4827,620,C,1.55
1E0X,O5,X2F,4830,620,C,1.42
1OD8,C1,XYP,2437,310,J,6.15
1OD8,C2,XYP,2438,310,J,1.50
1OD8,C3,XYP,2439,310,J,1.53
1OD8,C4,XYP,2440,310,J,1.52
1OD8,C5,XYP,2441,310,J,1.51
1OD8,O5,XYP,2445,310,J,1.41
1V0K,C1,XDN,2526,303,C,3.05
1V0K,C2,XDN,2527,303,C,1.57
1V0K,C3,XDN,2529,303,C,1.55
1V0K,C4,XDN,2531,303,C,1.53
1V0K,C5,XDN,2533,303,C,1.53
1V0K,O5,XYP,2525,302,B,5.44
1V0L,C1,XYP,2507,303,C,6.25
1V0L,C2,XYP,2508,303,C,1.51
1V0L,C3,XYP,2509,303,C,1.53
