pdb_code,atom_name,lig_name,atom_index,mol_index,lig_chain,dist
2YA1,C2,BGC,7880,981,B,1.54
2YA1,C3,BGC,7881,981,B,1.53
2YA1,C4,BGC,7882,981,B,1.54
2YA1,C5,BGC,7883,981,B,1.54
2YA1,O5,BGC,7890,981,B,1.40
2YA2,C1,NOJ,5636,708,B,3.00
2YA2,C2,NOJ,5637,708,B,1.52
2YA2,C3,NOJ,5639,708,B,1.53
2YA2,C4,NOJ,5641,708,B,1.53
2YA2,C5,NOJ,5643,708,B,1.55
2YA2,O5,GLC,5656,709,C,5.98
3ZST,C1,NaN,NaN,NaN,NaN,NaN
3ZST,C2,NaN,NaN,NaN,NaN,NaN
3ZST,C3,NaN,NaN,NaN,NaN,NaN
3ZST,C4,NaN,NaN,NaN,NaN,NaN
3ZST,C5,NaN,NaN,NaN,NaN,NaN
3ZST,O5,NaN,NaN,NaN,NaN,NaN
3ZT5,C1,GLC,20386,2596,E,3.40
3ZT5,C2,GLC,20387,2596,E,1.51
3ZT5,C3,GLC,20388,2596,E,1.51
3ZT5,C4,GLC,20389,2596,E,1.55
3ZT5,C5,GLC,20390,2596,E,1.51
3ZT5,O5,GLC,20396,2596,E,1.43
3ZT6,C1,GLC,20461,2597,F,3.30
3ZT6,C2,GLC,20462,2597,F,1.52
3ZT6,C3,GLC,20463,2597,F,1.51
3ZT6,C4,GLC,20464,2597,F,1.51
3ZT6,C5,GLC,20465,2597,F,1.50
3ZT6,O5,GLC,20471,2597,F,1.42
3ZT7,C1,GLC,20431,2597,F,3.35
3ZT7,C2,GLC,20432,2597,F,1.54
3ZT7,C3,GLC,20433,2597,F,1.52
3ZT7,C4,GLC,20434,2597,F,1.52
3ZT7,C5,GLC,20435,2597,F,1.52
3ZT7,O5,GLC,20441,2597,F,1.45
4CN1,C1,G1P,10294,1298,C,3.30
4CN1,C2,G1P,10295,1298,C,1.55
4CN1,C3,G1P,10296,1298,C,1.55
4CN1,C4,G1P,10297,1298,C,1.57
4CN1,C5,G1P,10298,1298,C,1.57
4CN1,O5,G1P,10304,1298,C,1.45
4CN4,C1,SHG,10217,1298,C,1.50
4CN4,C2,SHG,10218,1298,C,1.60
4CN4,C3,SHG,10219,1298,C,1.56
4CN4,C4,SHG,10220,1298,C,1.59
4CN4,C5,SHG,10221,1298,C,1.51
4CN4,O5,SHG,10225,1298,C,1.51
4CN6,C1,BGC,10198,1298,C,3.05
4CN6,C2,BGC,10193,1298,C,1.55
4CN6,C3,BGC,10194,1298,C,1.56
4CN6,C4,BGC,10195,1298,C,1.60
4CN6,C5,BGC,10196,1298,C,1.57
4CN6,O5,BGC,10203,1298,C,1.46
4U2Y,C1,RZM,10280,1298,C,3.60
4U2Y,C2,RZM,10279,1298,C,1.39
4U2Y,C3,RZM,10282,1298,C,1.61
4U2Y,C4,RZM,10284,1298,C,1.26
4U2Y,C5,RZM,10278,1298,C,1.68
4U2Y,O5,NaN,NaN,NaN,NaN,NaN
4U2Z,C1,TW7,10276,1298,C,3.20
4U2Z,C2,TW7,10277,1298,C,1.53
4U2Z,C3,TW7,10282,1298,C,1.49
4U2Z,C4,TW7,10283,1298,C,1.49
4U2Z,C5,TW7,10284,1298,C,1.55
4U2Z,O5,TW7,10287,1298,C,1.49
4U31,C1,GPM,10359,1298,C,3.35
4U31,C2,GPM,10360,1298,C,1.51
4U31,C3,GPM,10361,1298,C,1.44
4U31,C4,GPM,10362,1298,C,1.49
4U31,C5,GPM,10363,1298,C,1.53
4U31,O5,GPM,10369,1298,C,1.47
5CVS,C1,GLC,10295,1298,C,3.50
5CVS,C2,GLC,10296,1298,C,1.52
5CVS,C3,GLC,10297,1298,C,1.52
5CVS,C4,GLC,10298,1298,C,1.54
5CVS,C5,GLC,10299,1298,C,1.54
5CVS,O5,GLC,10304,1298,C,1.43
5LGV,C1,GLC,10271,1298,C,3.25
5LGV,C2,GLC,10272,1298,C,1.52
5LGV,C3,GLC,10273,1298,C,1.52
5LGV,C4,GLC,10274,1298,C,1.53
5LGV,C5,GLC,10275,1298,C,1.54
5LGV,O5,GLC,10280,1298,C,1.44
5LGW,C1,BGC,10653,1300,G,3.40
5LGW,C2,BGC,10648,1300,G,1.54
5LGW,C3,BGC,10649,1300,G,1.53
5LGW,C4,BGC,10650,1300,G,1.53
5LGW,C5,BGC,10651,1300,G,1.53
5LGW,O5,BGC,10658,1300,G,1.44
5VSJ,C1,NaN,NaN,NaN,NaN,NaN
5VSJ,C2,NaN,NaN,NaN,NaN,NaN
5VSJ,C3,NaN,NaN,NaN,NaN,NaN
5VSJ,C4,NaN,NaN,NaN,NaN,NaN
5VSJ,C5,NaN,NaN,NaN,NaN,NaN
5VSJ,O5,NaN,NaN,NaN,NaN,NaN
5VT4,C1,9KJ,20301,2580,E,7.15
5VT4,C2,9KJ,20293,2580,E,1.54
5VT4,C3,9KJ,20294,2580,E,1.54
5VT4,C4,9KJ,20295,2580,E,1.54
5VT4,C5,9KJ,20299,2580,E,1.54
5VT4,O5,9KJ,20300,2580,E,1.44
7MEL,C1,NaN,NaN,NaN,NaN,NaN
7MEL,C2,NaN,NaN,NaN,NaN,NaN
7MEL,C3,NaN,NaN,NaN,NaN,NaN
7MEL,C4,NaN,NaN,NaN,NaN,NaN
7MEL,C5,NaN,NaN,NaN,NaN,NaN
7MEL,O5,NaN,NaN,NaN,NaN,NaN
7MGY,C1,NaN,NaN,NaN,NaN,NaN
7MGY,C2,NaN,NaN,NaN,NaN,NaN
7MGY,C3,NaN,NaN,NaN,NaN,NaN
7MGY,C4,NaN,NaN,NaN,NaN,NaN
7MGY,C5,NaN,NaN,NaN,NaN,NaN
7MGY,O5,NaN,NaN,NaN,NaN,NaN
7UVD,C1,NaN,NaN,NaN,NaN,NaN
7UVD,C2,NaN,NaN,NaN,NaN,NaN
7UVD,C3,NaN,NaN,NaN,NaN,NaN
7UVD,C4,NaN,NaN,NaN,NaN,NaN
7UVD,C5,NaN,NaN,NaN,NaN,NaN
7UVD,O5,NaN,NaN,NaN,NaN,NaN
8D6K,C1,NaN,NaN,NaN,NaN,NaN
8D6K,C2,NaN,NaN,NaN,NaN,NaN
8D6K,C3,NaN,NaN,NaN,NaN,NaN
8D6K,C4,NaN,NaN,NaN,NaN,NaN
8D6K,C5,NaN,NaN,NaN,NaN,NaN
8D6K,O5,NaN,NaN,NaN,NaN,NaN
7U3B,C1,A16,44295,5559,I,2.70
7U3B,C2,A16,44298,5559,I,1.52
7U3B,C3,A16,44304,5559,I,1.51
7U3B,C4,A16,44310,5559,I,1.52
7U3B,C5,A16,44316,5559,I,1.52
7U3B,O5,A16,44318,5559,I,1.43
7U3D,C1,GLC,21927,2741,H,3.30
7U3D,C2,GLC,21928,2741,H,1.54
7U3D,C3,GLC,21929,2741,H,1.50
7U3D,C4,GLC,21930,2741,H,1.51
7U3D,C5,GLC,21931,2741,H,1.54
7U3D,O5,GLC,21937,2741,H,1.51
1JDC,C1,GLC,3297,418,B,2.65
1JDC,C2,GLC,3298,418,B,1.49
1JDC,C3,GLC,3299,418,B,1.52
1JDC,C4,GLC,3300,418,B,1.53
1JDC,C5,GLC,3301,418,B,1.53
1JDC,O5,GLC,3307,418,B,1.39
1JDD,C1,GLC,3297,418,B,2.60
1JDD,C2,GLC,3298,418,B,1.47
1JDD,C3,GLC,3299,418,B,1.51
1JDD,C4,GLC,3300,418,B,1.54
1JDD,C5,GLC,3301,418,B,1.51
1JDD,O5,GLC,3307,418,B,1.40
1QI3,C1,GLC,3297,418,B,2.90
1QI3,C2,GLC,3298,418,B,1.48
1QI3,C3,GLC,3299,418,B,1.50
1QI3,C4,GLC,3300,418,B,1.53
1QI3,C5,GLC,3301,418,B,1.50
1QI3,O5,GLC,3307,418,B,1.39
1QI4,C1,GLC,3292,418,B,2.60
1QI4,C2,GLC,3293,418,B,1.47
1QI4,C3,GLC,3294,418,B,1.52
1QI4,C4,GLC,3295,418,B,1.53
1QI4,C5,GLC,3296,418,B,1.52
1QI4,O5,GLC,3302,418,B,1.39
1QI5,C1,GLC,3297,418,B,3.15
1QI5,C2,GLC,3298,418,B,1.50
1QI5,C3,GLC,3299,418,B,1.54
1QI5,C4,GLC,3300,418,B,1.52
1QI5,C5,GLC,3301,418,B,1.52
1QI5,O5,GLC,3307,418,B,1.47
1QPK,C1,GLC,3293,418,B,3.70
1QPK,C2,GLC,3294,418,B,1.48
1QPK,C3,GLC,3295,418,B,1.53
1QPK,C4,GLC,3296,418,B,1.55
1QPK,C5,GLC,3297,418,B,1.54
1QPK,O5,GLC,3303,418,B,1.41
1W9X,C1,AC1,3942,481,B,3.15
1W9X,C2,AC1,3943,481,B,1.56
1W9X,C3,AC1,3945,481,B,1.56
1W9X,C4,AC1,3934,481,B,1.56
1W9X,C5,AC1,3948,481,B,1.53
1W9X,O5,AC1,3940,481,B,4.89
2GJP,C1,DAF,3973,481,B,2.95
2GJP,C2,DAF,3974,481,B,1.55
2GJP,C3,DAF,3976,481,B,1.52
2GJP,C4,DAF,3978,481,B,1.52
2GJP,C5,DAF,3980,481,B,1.53
2GJP,O5,DAF,3971,481,B,4.85
1UH2,C1,GLC,5038,637,B,2.75
1UH2,C2,GLC,5039,637,B,1.53
1UH2,C3,GLC,5040,637,B,1.53
1UH2,C4,GLC,5041,637,B,1.53
1UH2,C5,GLC,5042,637,B,1.56
1UH2,O5,GLC,5048,637,B,1.44
1UH3,C1,ACI,5191,643,H,2.90
1UH3,C2,ACI,5192,643,H,1.53
1UH3,C3,ACI,5193,643,H,1.54
1UH3,C4,ACI,5194,643,H,1.53
1UH3,C5,ACI,5195,643,H,1.54
1UH3,O5,GLD,5080,638,C,4.99
1UH4,C1,GLC,5061,637,B,2.90
1UH4,C2,GLC,5063,637,B,1.53
1UH4,C3,GLC,5064,637,B,1.52
1UH4,C4,GLC,5065,637,B,1.54
1UH4,C5,GLC,5066,637,B,1.56
1UH4,O5,GLC,5073,637,B,1.44
2D0F,C1,BGC,5043,637,B,3.35
2D0F,C2,BGC,5038,637,B,1.53
2D0F,C3,BGC,5039,637,B,1.54
2D0F,C4,BGC,5040,637,B,1.55
2D0F,C5,BGC,5041,637,B,1.54
2D0F,O5,BGC,5048,637,B,1.43
2D0G,C1,GLC,5061,637,B,2.80
2D0G,C2,GLC,5062,637,B,1.54
2D0G,C3,GLC,5063,637,B,1.53
2D0G,C4,GLC,5064,637,B,1.52
2D0G,C5,GLC,5065,637,B,1.55
2D0G,O5,GLC,5070,637,B,1.43
2D0H,C1,GLC,5061,637,B,2.80
2D0H,C2,GLC,5062,637,B,1.53
2D0H,C3,GLC,5063,637,B,1.53
2D0H,C4,GLC,5064,637,B,1.53
2D0H,C5,GLC,5065,637,B,1.54
2D0H,O5,GLC,5070,637,B,1.43
1G1Y,C1,GLC,9577,1170,C,4.00
1G1Y,C2,GLC,9578,1170,C,1.55
1G1Y,C3,GLC,9579,1170,C,1.54
1G1Y,C4,GLC,9580,1170,C,1.53
1G1Y,C5,GLC,9581,1170,C,1.53
1G1Y,O5,GLC,9586,1170,C,1.43
1JIB,C1,GLC,9575,1170,C,2.90
1JIB,C2,GLC,9576,1170,C,1.50
1JIB,C3,GLC,9577,1170,C,1.55
1JIB,C4,GLC,9578,1170,C,1.53
1JIB,C5,GLC,9579,1170,C,1.54
1JIB,O5,GLC,9584,1170,C,1.48
1JL8,C1,GLC,9585,1170,C,3.70
1JL8,C2,GLC,9586,1170,C,1.57
1JL8,C3,GLC,9587,1170,C,1.55
1JL8,C4,GLC,9588,1170,C,1.54
1JL8,C5,GLC,9589,1170,C,1.57
1JL8,O5,GLC,9594,1170,C,1.46
1VB9,C1,GLC,9575,1170,C,3.05
1VB9,C2,GLC,9576,1170,C,1.53
1VB9,C3,GLC,9577,1170,C,1.53
1VB9,C4,GLC,9578,1170,C,1.53
1VB9,C5,GLC,9579,1170,C,1.56
1VB9,O5,GLC,9584,1170,C,1.44
2D2O,C1,GLC,9586,1170,C,3.05
2D2O,C2,GLC,9587,1170,C,1.53
2D2O,C3,GLC,9588,1170,C,1.54
2D2O,C4,GLC,9589,1170,C,1.54
2D2O,C5,GLC,9590,1170,C,1.56
2D2O,O5,GLC,9595,1170,C,1.44
3A6O,C1,ARE,9583,1171,D,2.85
3A6O,C2,ARE,9584,1171,D,1.53
3A6O,C3,ARE,9585,1171,D,1.55
3A6O,C4,ARE,9586,1171,D,1.56
3A6O,C5,ARE,9587,1171,D,1.58
3A6O,O5,ARE,9581,1171,D,4.92
1A47,C1,ADH,5422,686,E,2.80
1A47,C2,ADH,5423,686,E,1.51
1A47,C3,ADH,5424,686,E,1.50
1A47,C4,ADH,5425,686,E,1.51
1A47,C5,ADH,5426,686,E,1.41
1A47,O5,G6D,5397,684,C,5.68
3BMW,C1,ACI,5469,686,E,3.05
3BMW,C2,ACI,5470,686,E,1.54
3BMW,C3,ACI,5471,686,E,1.54
3BMW,C4,ACI,5472,686,E,1.53
3BMW,C5,ACI,5473,686,E,1.52
3BMW,O5,G6D,5433,684,C,4.80
1LWJ,C1,ACG,7312,882,C,3.00
1LWJ,C2,ACG,7313,882,C,1.52
1LWJ,C3,ACG,7314,882,C,1.55
1LWJ,C4,ACG,7315,882,C,1.55
1LWJ,C5,ACG,7316,882,C,1.55
1LWJ,O5,ACG,7332,882,C,5.07
1GJW,C1,GLC,5208,636,B,2.85
1GJW,C2,GLC,5209,636,B,1.54
1GJW,C3,GLC,5210,636,B,1.51
1GJW,C4,GLC,5211,636,B,1.54
1GJW,C5,GLC,5212,636,B,1.55
1GJW,O5,GLC,5218,636,B,1.43
1GVI,C1,GLC,9689,1176,C,3.15
1GVI,C2,GLC,9690,1176,C,1.57
1GVI,C3,GLC,9691,1176,C,1.54
1GVI,C4,GLC,9692,1176,C,1.53
1GVI,C5,GLC,9693,1176,C,1.55
1GVI,O5,GLC,9698,1176,C,1.47
2Z1K,C1,GLC,15273,1897,F,2.55
2Z1K,C2,GLC,15274,1897,F,1.54
2Z1K,C3,GLC,15275,1897,F,1.53
2Z1K,C4,GLC,15276,1897,F,1.53
2Z1K,C5,GLC,15277,1897,F,1.54
2Z1K,O5,GLC,15282,1897,F,1.44
5H05,C1,GLC,15498,1983,E,2.80
5H05,C2,GLC,15499,1983,E,1.55
5H05,C3,GLC,15500,1983,E,1.49
5H05,C4,GLC,15501,1983,E,1.51
5H05,C5,GLC,15502,1983,E,1.54
5H05,O5,GLC,15508,1983,E,1.50
5H06,C1,GLC,15550,1990,E,6.30
5H06,C2,GLC,15551,1990,E,1.53
5H06,C3,GLC,15552,1990,E,1.52
5H06,C4,GLC,15553,1990,E,1.54
5H06,C5,GLC,15554,1990,E,1.54
5H06,O5,GLC,15560,1990,E,1.42
7D9C,C1,GLC,4963,588,B,2.85
7D9C,C2,BGC,5052,599,M,1.34
7D9C,C3,GLC,4965,588,B,1.51
7D9C,C4,GLC,4966,588,B,1.50
7D9C,C5,BGC,5055,599,M,1.55
7D9C,O5,GLC,4973,588,B,1.45
7DCH,C1,GLC,4958,588,B,3.05
7DCH,C2,GLC,4959,588,B,1.53
7DCH,C3,GLC,4960,588,B,1.51
7DCH,C4,GLC,4961,588,B,1.51
7DCH,C5,GLC,4962,588,B,1.54
7DCH,O5,GLC,4967,588,B,1.47
7EHH,C1,GLC,4910,588,B,2.65
7EHH,C2,GLC,4911,588,B,1.53
7EHH,C3,GLC,4912,588,B,1.53
7EHH,C4,GLC,4913,588,B,1.52
7EHH,C5,GLC,4914,588,B,1.53
7EHH,O5,GLC,4920,588,B,1.42
3CZG,C1,GLC,4715,607,B,4.55
3CZG,C2,GLC,4716,607,B,1.56
3CZG,C3,GLC,4717,607,B,1.54
3CZG,C4,GLC,4718,607,B,1.53
3CZG,C5,GLC,4719,607,B,1.56
3CZG,O5,GLC,4725,607,B,1.47
3CZK,C1,GLC,4798,618,B,3.05
3CZK,C2,GLC,4799,618,B,1.57
3CZK,C3,GLC,4800,618,B,1.56
3CZK,C4,GLC,4801,618,B,1.53
3CZK,C5,GLC,4802,618,B,1.52
3CZK,O5,GLC,4807,618,B,1.47
2GVY,C1,GLC,7397,953,D,2.25
2GVY,C2,GLC,7398,953,D,1.52
2GVY,C3,GLC,7399,953,D,1.53
2GVY,C4,GLC,7400,953,D,1.52
2GVY,C5,GLC,7401,953,D,1.51
2GVY,O5,GLC,7407,953,D,1.40
6XSV,C1,NaN,NaN,NaN,NaN,NaN
6XSV,C2,NaN,NaN,NaN,NaN,NaN
6XSV,C3,NaN,NaN,NaN,NaN,NaN
6XSV,C4,NaN,NaN,NaN,NaN,NaN
6XSV,C5,NaN,NaN,NaN,NaN,NaN
6XSV,O5,NaN,NaN,NaN,NaN,NaN
7TAA,C1,ABC,3709,476,B,3.00
7TAA,C2,ABC,3710,476,B,1.55
7TAA,C3,ABC,3711,476,B,1.54
7TAA,C4,ABC,3712,476,B,1.60
7TAA,C5,ABC,3713,476,B,1.53
7TAA,O5,ABC,3726,476,B,4.95
7P07,C1,GLC,18292,1144,C,3.35
7P07,C2,GLC,18293,1144,C,1.52
7P07,C3,GLC,18294,1144,C,1.47
7P07,C4,GLC,18295,1144,C,1.51
7P07,C5,GLC,18296,1144,C,1.49
7P07,O5,GLC,18302,1144,C,1.41
6LGB,C1,GLC,9300,1137,F,3.30
6LGB,C2,GLC,9301,1137,F,1.51
6LGB,C3,GLC,9302,1137,F,1.53
6LGB,C4,GLC,9303,1137,F,1.53
6LGB,C5,GLC,9304,1137,F,1.53
6LGB,O5,GLC,9310,1137,F,1.44
6LGC,C1,NOJ,9310,1142,E,2.90
6LGC,C2,NOJ,9311,1142,E,1.52
6LGC,C3,NOJ,9313,1142,E,1.53
6LGC,C4,NOJ,9315,1142,E,1.55
6LGC,C5,NOJ,9317,1142,E,1.54
6LGC,O5,NaN,NaN,NaN,NaN,NaN
6LGD,C1,NaN,NaN,NaN,NaN,NaN
6LGD,C2,NaN,NaN,NaN,NaN,NaN
6LGD,C3,NaN,NaN,NaN,NaN,NaN
6LGD,C4,NaN,NaN,NaN,NaN,NaN
6LGD,C5,NaN,NaN,NaN,NaN,NaN
6LGD,O5,NaN,NaN,NaN,NaN,NaN
6LGE,C1,AC1,9338,1139,C,2.95
6LGE,C2,AC1,9339,1139,C,1.51
6LGE,C3,AC1,9341,1139,C,1.54
6LGE,C4,AC1,9330,1139,C,1.56
6LGE,C5,AC1,9344,1139,C,1.51
6LGE,O5,AC1,9336,1139,C,4.93
6LGF,C1,GLC,9258,1134,C,2.85
6LGF,C2,GLC,9259,1134,C,1.54
6LGF,C3,GLC,9260,1134,C,1.53
6LGF,C4,GLC,9261,1134,C,1.55
6LGF,C5,GLC,9262,1134,C,1.55
6LGF,O5,GLC,9267,1134,C,1.45
6LGG,C1,GLC,9277,1133,C,2.90
6LGG,C2,GLC,9278,1133,C,1.55
6LGG,C3,GLC,9279,1133,C,1.52
6LGG,C4,GLC,9280,1133,C,1.54
6LGG,C5,GLC,9281,1133,C,1.53
6LGG,O5,GLC,9286,1133,C,1.45
6LGH,C1,BGC,9273,1135,E,1.40
6LGH,C2,BGC,9268,1135,E,1.56
6LGH,C3,BGC,9269,1135,E,1.54
6LGH,C4,BGC,9270,1135,E,1.52
6LGH,C5,BGC,9271,1135,E,1.53
6LGH,O5,BGC,9277,1135,E,1.44
6LGI,C1,BGC,9414,1143,F,1.45
6LGI,C2,BGC,9409,1143,F,1.49
6LGI,C3,BGC,9410,1143,F,1.52
6LGI,C4,BGC,9411,1143,F,1.57
6LGI,C5,BGC,9412,1143,F,1.51
6LGI,O5,BGC,9418,1143,F,1.48
4OKD,C1,GLC,12341,1593,C,1.50
4OKD,C2,GLC,12342,1593,C,1.55
4OKD,C3,GLC,12343,1593,C,1.54
4OKD,C4,GLC,12344,1593,C,1.54
4OKD,C5,GLC,12345,1593,C,1.54
4OKD,O5,GLC,12350,1593,C,1.44
6SAU,C1,AC1,7200,883,C,2.90
6SAU,C2,AC1,7201,883,C,1.55
6SAU,C3,AC1,7203,883,C,1.52
6SAU,C4,AC1,7192,883,C,1.52
6SAU,C5,AC1,7206,883,C,1.48
6SAU,O5,AC1,7198,883,C,5.03
6SAU,C1,AC1,7200,883,C,2.90
6SAU,C2,AC1,7201,883,C,1.55
6SAU,C3,AC1,7203,883,C,1.52
6SAU,C4,AC1,7192,883,C,1.52
6SAU,C5,AC1,7206,883,C,1.48
6SAU,O5,AC1,7198,883,C,5.03
8ORP,C1,RY7,7342,952,C,3.10
8ORP,C2,RY7,7343,952,C,1.54
8ORP,C3,RY7,7344,952,C,1.57
8ORP,C4,RY7,7345,952,C,1.53
8ORP,C5,RY7,7346,952,C,1.55
8ORP,O5,RY7,7362,952,C,4.84
6M4M,C1,GLC,4322,496,B,3.15
6M4M,C2,GLC,4323,496,B,1.49
6M4M,C3,GLC,4324,496,B,1.48
6M4M,C4,GLC,4325,496,B,1.50
6M4M,C5,GLC,4326,496,B,1.56
6M4M,O5,GLC,4331,496,B,1.46
1B2Y,C1,AC1,3969,496,B,3.05
1B2Y,C2,AC1,3970,496,B,1.53
1B2Y,C3,AC1,3972,496,B,1.52
1B2Y,C4,AC1,3961,496,B,1.53
1B2Y,C5,AC1,3975,496,B,1.47
1B2Y,O5,AC1,3967,496,B,4.75
1CPU,C1,HMC,4005,501,G,3.15
1CPU,C2,HMC,4006,501,G,1.52
1CPU,C3,HMC,4008,501,G,1.57
1CPU,C4,HMC,4010,501,G,1.56
1CPU,C5,HMC,4012,501,G,1.58
1CPU,O5,AGL,3966,496,B,4.95
1KBK,C1,NaN,NaN,NaN,NaN,NaN
1KBK,C2,NaN,NaN,NaN,NaN,NaN
1KBK,C3,NaN,NaN,NaN,NaN,NaN
1KBK,C4,NaN,NaN,NaN,NaN,NaN
1KBK,C5,NaN,NaN,NaN,NaN,NaN
1KBK,O5,NaN,NaN,NaN,NaN,NaN
1U2Y,C1,GOX,3961,499,E,4.60
1U2Y,C2,GOX,3963,499,E,1.55
1U2Y,C3,GOX,3967,499,E,1.55
1U2Y,C4,GOX,3969,499,E,1.53
1U2Y,C5,GOX,3971,499,E,1.57
1U2Y,O5,NaN,NaN,NaN,NaN,NaN
1U30,C1,GOX,3996,500,F,5.85
1U30,C2,GOX,3998,500,F,1.55
1U30,C3,GOX,4002,500,F,1.55
1U30,C4,GOX,4004,500,F,1.57
1U30,C5,GOX,4006,500,F,1.58
1U30,O5,NaN,NaN,NaN,NaN,NaN
1U33,C1,NaN,NaN,NaN,NaN,NaN
1U33,C2,NaN,NaN,NaN,NaN,NaN
1U33,C3,NaN,NaN,NaN,NaN,NaN
1U33,C4,NaN,NaN,NaN,NaN,NaN
1U33,C5,NaN,NaN,NaN,NaN,NaN
1U33,O5,NaN,NaN,NaN,NaN,NaN
1XCW,C1,AC1,3969,496,B,3.20
1XCW,C2,AC1,3970,496,B,1.56
1XCW,C3,AC1,3972,496,B,1.57
1XCW,C4,AC1,3961,496,B,1.56
1XCW,C5,AC1,3975,496,B,1.57
1XCW,O5,AC1,3967,496,B,5.00
1XCX,C1,AC1,3979,496,B,3.10
1XCX,C2,AC1,3980,496,B,1.50
1XCX,C3,AC1,3982,496,B,1.60
1XCX,C4,AC1,3971,496,B,1.58
1XCX,C5,AC1,3985,496,B,1.59
1XCX,O5,AC1,3977,496,B,5.08
1XD0,C1,ARE,3992,497,C,3.05
1XD0,C2,ARE,3993,497,C,1.58
1XD0,C3,ARE,3994,497,C,1.60
1XD0,C4,ARE,3995,497,C,1.61
1XD0,C5,ARE,3996,497,C,1.53
1XD0,O5,ARE,3990,497,C,5.03
1XD1,C1,NaN,NaN,NaN,NaN,NaN
1XD1,C2,NaN,NaN,NaN,NaN,NaN
1XD1,C3,NaN,NaN,NaN,NaN,NaN
1XD1,C4,NaN,NaN,NaN,NaN,NaN
1XD1,C5,NaN,NaN,NaN,NaN,NaN
1XD1,O5,NaN,NaN,NaN,NaN,NaN
1XH0,C1,AAO,3998,497,C,3.05
1XH0,C2,AAO,3999,497,C,1.54
1XH0,C3,AAO,4000,497,C,1.56
1XH0,C4,AAO,4001,497,C,1.59
1XH0,C5,AAO,4002,497,C,1.57
1XH0,O5,AAO,3996,497,C,4.95
1XH2,C1,ARE,3989,497,C,3.15
1XH2,C2,ARE,3990,497,C,1.53
1XH2,C3,ARE,3991,497,C,1.57
1XH2,C4,ARE,3992,497,C,1.58
1XH2,C5,ARE,3993,497,C,1.58
1XH2,O5,ARE,3987,497,C,5.07
2QV4,C1,QV4,4007,499,E,3.05
2QV4,C2,QV4,4008,499,E,1.53
2QV4,C3,QV4,4009,499,E,1.55
2QV4,C4,QV4,4010,499,E,1.58
2QV4,C5,QV4,4011,499,E,1.57
2QV4,O5,QV4,4005,499,E,4.99
3BAJ,C1,ARE,3992,497,C,3.00
3BAJ,C2,ARE,3993,497,C,1.54
3BAJ,C3,ARE,3994,497,C,1.56
3BAJ,C4,ARE,3995,497,C,1.58
3BAJ,C5,ARE,3996,497,C,1.58
3BAJ,O5,ARE,3990,497,C,5.02
3BAY,C1,ARE,3990,497,C,2.75
3BAY,C2,ARE,3991,497,C,1.52
3BAY,C3,ARE,3992,497,C,1.55
3BAY,C4,ARE,3993,497,C,1.57
3BAY,C5,ARE,3994,497,C,1.58
3BAY,O5,ARE,3988,497,C,5.00
3CPU,C1,GLC,3946,496,B,6.60
3CPU,C2,GLC,3947,496,B,1.64
3CPU,C3,GLC,3948,496,B,1.61
3CPU,C4,GLC,3949,496,B,1.56
3CPU,C5,GLC,3950,496,B,1.58
3CPU,O5,GLC,3956,496,B,1.45
3IJ7,C1,B9D,3955,496,B,3.75
3IJ7,C2,B9D,3953,496,B,1.56
3IJ7,C3,B9D,3951,496,B,1.54
3IJ7,C4,B9D,3949,496,B,1.54
3IJ7,C5,B9D,3947,496,B,1.55
3IJ7,O5,B9D,3946,496,B,1.47
3IJ8,C1,B9D,3994,499,E,3.75
3IJ8,C2,B9D,3992,499,E,1.54
3IJ8,C3,B9D,3990,499,E,1.54
3IJ8,C4,B9D,3988,499,E,1.54
3IJ8,C5,B9D,3986,499,E,1.54
3IJ8,O5,B9D,3985,499,E,1.45
3IJ9,C1,B9D,3955,496,B,3.70
3IJ9,C2,B9D,3953,496,B,1.56
3IJ9,C3,B9D,3951,496,B,1.54
3IJ9,C4,B9D,3949,496,B,1.55
3IJ9,C5,B9D,3947,496,B,1.54
3IJ9,O5,B9D,3946,496,B,1.46
3OLD,C1,ACI,4082,503,J,3.40
3OLD,C2,ACI,4083,503,J,1.52
3OLD,C3,ACI,4084,503,J,1.52
3OLD,C4,ACI,4085,503,J,1.55
3OLD,C5,ACI,4086,503,J,1.55
3OLD,O5,G6D,3991,496,C,4.57
3OLE,C1,ACI,4092,504,K,3.55
3OLE,C2,ACI,4093,504,K,1.52
3OLE,C3,ACI,4094,504,K,1.53
3OLE,C4,ACI,4095,504,K,1.54
3OLE,C5,ACI,4096,504,K,1.54
3OLE,O5,G6D,3989,496,C,4.46
3OLG,C1,HSD,4090,503,J,3.50
3OLG,C2,HSD,4091,503,J,1.53
3OLG,C3,HSD,4092,503,J,1.40
3OLG,C4,HSD,4093,503,J,1.53
3OLG,C5,HSD,4095,503,J,2.65
3OLG,O5,G6D,3989,496,C,4.29
3OLI,C1,HSD,4068,503,J,3.60
3OLI,C2,HSD,4069,503,J,1.53
3OLI,C3,HSD,4070,503,J,1.39
3OLI,C4,HSD,4071,503,J,1.54
3OLI,C5,HSD,4073,503,J,2.65
3OLI,O5,G6D,3989,496,C,4.49
4W93,C1,3L9,3947,498,D,4.85
4W93,C2,3L9,3948,498,D,1.36
4W93,C3,3L9,3949,498,D,1.34
4W93,C4,3L9,3950,498,D,1.42
4W93,C5,3L9,4002,498,D,1.39
